"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"mal";0,175097761373041;-1,14969150756643;1,56616215857232;0,0897605203525996;-0,589367374859061;0,802863093209403;NA;NA;NA;NA;NA;NA;NA;1,04688395636937;NA
"maioria";1,05075374794513;0,773721244610166;0,113486769409818;0,802217277707881;0,59071171696485;0,086643561719239;NA;NA;NA;NA;NA;NA;NA;0,798742076506118;NA
"inclusive";0,222154866230086;0,313626890696986;1,35142664431044;0,158115596940454;0,223219521951739;0,961858878954601;NA;NA;NA;NA;NA;NA;NA;0,73646786294741;NA
"esta";0,126064685348079;-0,852728687971769;0,345461639124775;0,135751155843811;-0,918250061020028;0,372005979957022;NA;NA;NA;NA;NA;NA;NA;0,521356453403585;NA
"diante";-1,22597712347754;1,50744780950842;0,511115935473061;-0,610198831959063;0,75029368410408;0,254394915572859;NA;NA;NA;NA;NA;NA;NA;1,18396078265833;NA
"bastante";0,222154866230086;0,313626890696986;1,35142664431044;0,158115596940454;0,223219521951739;0,961858878954601;NA;NA;NA;NA;NA;NA;NA;0,73646786294741;NA
"aí";0,0279985332981538;-0,258803048782443;-2,09593939977031;0,0132566124792152;-0,122536837541218;-0,992375425769388;NA;NA;NA;NA;NA;NA;NA;1,09677846041192;NA
"ambos";-1,63051654424389;-0,0054709447034166;-0,577017005775334;-0,94270573863977;-0,00316310250631854;-0,333610379212308;NA;NA;NA;NA;NA;NA;NA;1,07462866917253;NA
"algo";0,220178895062168;2,07390810855507;-0,0840093893989723;0,105487327804857;0,993605787796007;-0,0402487531591668;NA;NA;NA;NA;NA;NA;NA;1,18390811746451;NA
"9";-1,63051654424389;-0,0054709447034166;-0,577017005775334;-0,94270573863977;-0,00316310250631854;-0,333610379212308;NA;NA;NA;NA;NA;NA;NA;1,07462866917253;NA
"5";-1,58148346821893;-0,302433764298079;0,643683513672207;-0,912024017849344;-0,174410205602132;0,371205160319414;NA;NA;NA;NA;NA;NA;NA;1,06908496785011;NA
"2020";-0,248420646292186;-0,216581031435938;-1,84278566743781;-0,132701534662977;-0,115693424356668;-0,984380685638802;NA;NA;NA;NA;NA;NA;NA;0,976119739647884;NA
"2019";0,988010941469075;-1,17736995307439;0,399800788425649;0,622116115016275;-0,741348896454969;0,251740646622782;NA;NA;NA;NA;NA;NA;NA;0,937543908568211;NA
"2018";-1,2887199299536;-0,443643388176138;0,797429954488892;-0,81611756009396;-0,280949453092701;0,504994587013755;NA;NA;NA;NA;NA;NA;NA;0,948482103004883;NA
"1";-1,35409736465355;-0,047692962049921;-0,83017073810783;-0,852149817941868;-0,0300137567569574;-0,522436467129713;NA;NA;NA;NA;NA;NA;NA;0,959554898404934;NA
"trás";0,988010941469075;-1,17736995307439;0,399800788425649;0,622116115016275;-0,741348896454969;0,251740646622782;NA;NA;NA;NA;NA;NA;NA;0,937543908568211;NA
"simplesmente";1,05075374794513;0,773721244610166;0,113486769409818;0,802217277707881;0,59071171696485;0,086643561719239;NA;NA;NA;NA;NA;NA;NA;0,798742076506118;NA
"sim";1,17887398912114;2,3288620161685;1,45477344299071;0,394501590028145;0,779336703339729;0,486829331791778;NA;NA;NA;NA;NA;NA;NA;1,69305659024453;NA
"si";-1,22597712347754;1,50744780950842;0,511115935473061;-0,610198831959063;0,75029368410408;0,254394915572859;NA;NA;NA;NA;NA;NA;NA;1,18396078265833;NA
"recentemente";0,857256072069175;-0,385469100821956;-2,85540059676779;0,285169810971074;-0,128227905520997;-0,949860928323942;NA;NA;NA;NA;NA;NA;NA;1,59194724437742;NA
"quão";1,17887398912114;2,3288620161685;1,45477344299071;0,394501590028145;0,779336703339729;0,486829331791778;NA;NA;NA;NA;NA;NA;NA;1,69305659024453;NA
"lhes";-0,117665776892287;-1,00848188368837;1,41241571775563;-0,0676441309476365;-0,579759743234291;0,811974698912009;NA;NA;NA;NA;NA;NA;NA;0,93182644993631;NA
"justamente";-0,183043211592236;-0,612531457562156;-0,21518497484109;-0,271360065391942;-0,908072880347876;-0,319009966752126;NA;NA;NA;NA;NA;NA;NA;0,382470031857184;NA
"eventualmente";1,05338837616902;-1,57332037920061;2,02740148102237;0,379730215403832;-0,567157659994173;0,730846873304725;NA;NA;NA;NA;NA;NA;NA;1,53106182072764;NA
"especialmente";0,922633506769125;-0,781419526948173;-1,22779990417107;0,535423801905482;-0,453474332909167;-0,71251833783115;NA;NA;NA;NA;NA;NA;NA;0,970757688864923;NA
"cinco";0,857256072069175;-0,385469100821956;-2,85540059676779;0,285169810971074;-0,128227905520997;-0,949860928323942;NA;NA;NA;NA;NA;NA;NA;1,59194724437742;NA
"*aut_52";-0,117665776892287;-1,00848188368837;1,41241571775563;-0,0676441309476365;-0,579759743234291;0,811974698912009;NA;NA;NA;NA;NA;NA;NA;0,93182644993631;NA
"*tit_32";-0,801259005472867;-0,13213699674293;-1,33647820277282;-0,512360636539678;-0,084494271264626;-0,854603590121242;NA;NA;NA;NA;NA;NA;NA;0,862032428121135;NA
"*tit_33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"*tit_30";-0,703192853422942;-0,726062635932256;1,10492283612226;-0,469578350758334;-0,484850341508312;0,737845728345944;NA;NA;NA;NA;NA;NA;NA;0,834004481183802;NA
"*tit_36";-2,45977408301491;0,121195107336096;0,182444191222153;-0,996058936430684;0,0490766491717131;0,0738788038794017;NA;NA;NA;NA;NA;NA;NA;1,56144279422873;NA
"*tit_37";-0,703192853422942;-0,726062635932256;1,10492283612226;-0,469578350758334;-0,484850341508312;0,737845728345944;NA;NA;NA;NA;NA;NA;NA;0,834004481183802;NA
"*tit_34";1,04943643383319;1,94724205651555;-0,843470586396459;0,44328932343076;0,822528726809868;-0,356287902271235;NA;NA;NA;NA;NA;NA;NA;1,35994024171486;NA
"*tit_35";0,857256072069175;-0,385469100821956;-2,85540059676779;0,285169810971074;-0,128227905520997;-0,949860928323942;NA;NA;NA;NA;NA;NA;NA;1,59194724437742;NA
"*tit_38";-2,45977408301491;0,121195107336096;0,182444191222153;-0,996058936430684;0,0490766491717131;0,0738788038794017;NA;NA;NA;NA;NA;NA;NA;1,56144279422873;NA
"*tit_39";-1,35409736465355;-0,047692962049921;-0,83017073810783;-0,852149817941868;-0,0300137567569574;-0,522436467129713;NA;NA;NA;NA;NA;NA;NA;0,959554898404934;NA
"*dia_15_03";-1,09373556016131;-0,319040831602855;-0,0561333084157932;-0,958828777314018;-0,279688748927481;-0,0492095470197274;NA;NA;NA;NA;NA;NA;NA;0,716139057016444;NA
"*dia_15_01";0,828491129930805;0,138304619356001;1,15772593772582;0,579229178324338;0,0966939392999027;0,809409563249891;NA;NA;NA;NA;NA;NA;NA;0,80096624693378;NA
"*aut_54";0,9553222241191;-0,979394740011282;-0,413999557872712;0,668327145855882;-0,68516786769152;-0,289627034641426;NA;NA;NA;NA;NA;NA;NA;0,84829922901219;NA
"*aut_48";0,857256072069175;-0,385469100821956;-2,85540059676779;0,285169810971074;-0,128227905520997;-0,949860928323942;NA;NA;NA;NA;NA;NA;NA;1,59194724437742;NA
"*aut_49";0,98669362735713;-0,00384914116900353;-0,557156567380628;0,870761816469935;-0,00339688537884678;-0,491693319201819;NA;NA;NA;NA;NA;NA;NA;0,688168246360264;NA
"*tit_138";1,04943643383319;1,94724205651555;-0,843470586396459;0,44328932343076;0,822528726809868;-0,356287902271235;NA;NA;NA;NA;NA;NA;NA;1,35994024171486;NA
"*tit_139";1,05338837616902;-1,57332037920061;2,02740148102237;0,379730215403832;-0,567157659994173;0,730846873304725;NA;NA;NA;NA;NA;NA;NA;1,53106182072764;NA
"*tit_134";0,0770316093231163;-0,555765868377106;-0,875238880322767;0,0740944573778402;-0,534574972642671;-0,841866741242325;NA;NA;NA;NA;NA;NA;NA;0,554495154062578;NA
"*aut_41";-2,45977408301491;0,121195107336096;0,182444191222153;-0,996058936430684;0,0490766491717131;0,0738788038794017;NA;NA;NA;NA;NA;NA;NA;1,56144279422873;NA
"*aut_42";0,9553222241191;-0,979394740011282;-0,413999557872712;0,668327145855882;-0,68516786769152;-0,289627034641426;NA;NA;NA;NA;NA;NA;NA;0,84829922901219;NA
"*aut_43";1,02424034920166;-0,39775235779904;0,509609164932681;0,845649249562618;-0,328398488837793;0,420751445919364;NA;NA;NA;NA;NA;NA;NA;0,735499867687136;NA
"*aut_44";1,04943643383319;1,94724205651555;-0,843470586396459;0,44328932343076;0,822528726809868;-0,356287902271235;NA;NA;NA;NA;NA;NA;NA;1,35994024171486;NA
