"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"420";420;0;0;0;0;0;0;2;2;2
"421";421;0;0;0;0;0;0;2;2;2
"422";422;0;0;0;0;0;0;2;2;2
"423";423;0;0;0;0;0;0;2;2;2
"424";424;0;0;0;0;0;0;0;0;0
"425";425;0;0;0;0;0;0;0;0;0
"426";426;0;0;0;0;4;4;4;4;4
"427";427;0;0;0;0;0;0;2;2;2
"428";428;0;0;0;0;0;0;3;3;3
"429";429;0;0;0;0;0;0;0;0;1
"430";430;0;0;0;0;0;0;2;2;2
"431";431;0;0;0;0;0;0;2;2;2
"432";432;0;0;0;0;0;0;2;2;2
"433";433;0;0;0;0;0;0;2;2;2
"434";434;0;0;0;0;0;0;2;2;2
"435";435;0;0;0;0;4;4;4;4;4
"436";436;0;0;0;0;0;0;2;2;2
"437";437;0;0;0;0;0;0;2;2;2
"438";438;0;0;0;0;4;4;4;4;4
"439";439;0;0;0;0;0;0;3;3;3
